id;nome;descrição;preço;estoque
477;Produto 477;Descrição detalhada do Produto 477;303.78;276
478;Produto 478;Descrição detalhada do Produto 478;1454.93;146
479;Produto 479;Descrição detalhada do Produto 479;1460.91;242
480;Produto 480;Descrição detalhada do Produto 480;567.23;132
481;Produto 481;Descrição detalhada do Produto 481;942.16;247
482;Produto 482;Descrição detalhada do Produto 482;269.48;369
483;Produto 483;Descrição detalhada do Produto 483;814.18;398
484;Produto 484;Descrição detalhada do Produto 484;330.75;403
485;Produto 485;Descrição detalhada do Produto 485;1130.29;363
486;Produto 486;Descrição detalhada do Produto 486;293.12;188
487;Produto 487;Descrição detalhada do Produto 487;1207.97;494
488;Produto 488;Descrição detalhada do Produto 488;849.41;264
489;Produto 489;Descrição detalhada do Produto 489;653.7;258
490;Produto 490;Descrição detalhada do Produto 490;763.84;473
491;Produto 491;Descrição detalhada do Produto 491;947.67;106
492;Produto 492;Descrição detalhada do Produto 492;1120.44;41
493;Produto 493;Descrição detalhada do Produto 493;146.13;87
494;Produto 494;Descrição detalhada do Produto 494;243.14;384
495;Produto 495;Descrição detalhada do Produto 495;710.69;273
496;Produto 496;Descrição detalhada do Produto 496;1361.89;338
497;Produto 497;Descrição detalhada do Produto 497;628.29;174
498;Produto 498;Descrição detalhada do Produto 498;945.17;167
499;Produto 499;Descrição detalhada do Produto 499;184.43;471
500;Produto 500;Descrição detalhada do Produto 500;178.32;236
501;Produto 501;Descrição detalhada do Produto 501;313.82;1
502;Produto 502;Descrição detalhada do Produto 502;1184.26;481
503;Produto 503;Descrição detalhada do Produto 503;667.79;450
504;Produto 504;Descrição detalhada do Produto 504;1139.73;122
505;Produto 505;Descrição detalhada do Produto 505;400.17;295
506;Produto 506;Descrição detalhada do Produto 506;187.41;483
507;Produto 507;Descrição detalhada do Produto 507;1128.78;136
508;Produto 508;Descrição detalhada do Produto 508;570.69;74
509;Produto 509;Descrição detalhada do Produto 509;1357.76;94
510;Produto 510;Descrição detalhada do Produto 510;584.5;150
511;Produto 511;Descrição detalhada do Produto 511;739.11;407
512;Produto 512;Descrição detalhada do Produto 512;955.66;365
513;Produto 513;Descrição detalhada do Produto 513;218.24;310
514;Produto 514;Descrição detalhada do Produto 514;368.08;87
515;Produto 515;Descrição detalhada do Produto 515;752.59;318
516;Produto 516;Descrição detalhada do Produto 516;1431.04;270
517;Produto 517;Descrição detalhada do Produto 517;1189.46;72
518;Produto 518;Descrição detalhada do Produto 518;775.68;308
519;Produto 519;Descrição detalhada do Produto 519;476.43;300
520;Produto 520;Descrição detalhada do Produto 520;270.64;157
521;Produto 521;Descrição detalhada do Produto 521;445.95;87
522;Produto 522;Descrição detalhada do Produto 522;1223.37;329
523;Produto 523;Descrição detalhada do Produto 523;906.51;421
524;Produto 524;Descrição detalhada do Produto 524;100.19;15
525;Produto 525;Descrição detalhada do Produto 525;1406.19;497
526;Produto 526;Descrição detalhada do Produto 526;74.3;484
527;Produto 527;Descrição detalhada do Produto 527;1371.58;133
528;Produto 528;Descrição detalhada do Produto 528;991.31;261
529;Produto 529;Descrição detalhada do Produto 529;1329.76;173
530;Produto 530;Descrição detalhada do Produto 530;1376.41;318
531;Produto 531;Descrição detalhada do Produto 531;1265.26;438
532;Produto 532;Descrição detalhada do Produto 532;1213.87;266
533;Produto 533;Descrição detalhada do Produto 533;314.54;40
534;Produto 534;Descrição detalhada do Produto 534;450.9;279
535;Produto 535;Descrição detalhada do Produto 535;1109.23;396
536;Produto 536;Descrição detalhada do Produto 536;1004.67;122
537;Produto 537;Descrição detalhada do Produto 537;471.12;467
538;Produto 538;Descrição detalhada do Produto 538;339.23;474
539;Produto 539;Descrição detalhada do Produto 539;794.39;99
540;Produto 540;Descrição detalhada do Produto 540;207.95;258
541;Produto 541;Descrição detalhada do Produto 541;843.03;454
542;Produto 542;Descrição detalhada do Produto 542;465.53;137
543;Produto 543;Descrição detalhada do Produto 543;1192.14;400
544;Produto 544;Descrição detalhada do Produto 544;212.1;255
545;Produto 545;Descrição detalhada do Produto 545;278.88;31
546;Produto 546;Descrição detalhada do Produto 546;131.51;226
547;Produto 547;Descrição detalhada do Produto 547;1170.91;212
548;Produto 548;Descrição detalhada do Produto 548;455.72;366
549;Produto 549;Descrição detalhada do Produto 549;41.55;180
550;Produto 550;Descrição detalhada do Produto 550;475.72;350
551;Produto 551;Descrição detalhada do Produto 551;784.2;38
552;Produto 552;Descrição detalhada do Produto 552;913.18;487
553;Produto 553;Descrição detalhada do Produto 553;1227.29;305
554;Produto 554;Descrição detalhada do Produto 554;1131.79;99
555;Produto 555;Descrição detalhada do Produto 555;640.24;223
556;Produto 556;Descrição detalhada do Produto 556;410.28;280
557;Produto 557;Descrição detalhada do Produto 557;874.5;434
558;Produto 558;Descrição detalhada do Produto 558;1322.22;388
559;Produto 559;Descrição detalhada do Produto 559;1464.23;467
560;Produto 560;Descrição detalhada do Produto 560;1331.39;19
561;Produto 561;Descrição detalhada do Produto 561;1212.72;341
562;Produto 562;Descrição detalhada do Produto 562;736.92;336
563;Produto 563;Descrição detalhada do Produto 563;1204.1;468
564;Produto 564;Descrição detalhada do Produto 564;344.14;472
565;Produto 565;Descrição detalhada do Produto 565;1139.78;375
566;Produto 566;Descrição detalhada do Produto 566;924.46;434
567;Produto 567;Descrição detalhada do Produto 567;343.33;80
568;Produto 568;Descrição detalhada do Produto 568;92.76;22
569;Produto 569;Descrição detalhada do Produto 569;458.36;47
570;Produto 570;Descrição detalhada do Produto 570;107.75;138
571;Produto 571;Descrição detalhada do Produto 571;1346.3;130
572;Produto 572;Descrição detalhada do Produto 572;1424.08;401
573;Produto 573;Descrição detalhada do Produto 573;92.82;421
574;Produto 574;Descrição detalhada do Produto 574;341.18;258
575;Produto 575;Descrição detalhada do Produto 575;864.0;192
576;Produto 576;Descrição detalhada do Produto 576;702.63;447
577;Produto 577;Descrição detalhada do Produto 577;537.18;98
578;Produto 578;Descrição detalhada do Produto 578;1344.47;27
579;Produto 579;Descrição detalhada do Produto 579;1389.98;92
580;Produto 580;Descrição detalhada do Produto 580;1435.83;108
581;Produto 581;Descrição detalhada do Produto 581;1200.45;487
582;Produto 582;Descrição detalhada do Produto 582;1274.44;158
583;Produto 583;Descrição detalhada do Produto 583;741.62;438
584;Produto 584;Descrição detalhada do Produto 584;620.38;114
585;Produto 585;Descrição detalhada do Produto 585;174.5;284
586;Produto 586;Descrição detalhada do Produto 586;599.78;277
587;Produto 587;Descrição detalhada do Produto 587;672.29;203
588;Produto 588;Descrição detalhada do Produto 588;965.38;327
589;Produto 589;Descrição detalhada do Produto 589;970.34;100
590;Produto 590;Descrição detalhada do Produto 590;223.21;359
591;Produto 591;Descrição detalhada do Produto 591;1493.27;15
592;Produto 592;Descrição detalhada do Produto 592;576.92;456
593;Produto 593;Descrição detalhada do Produto 593;1309.59;389
594;Produto 594;Descrição detalhada do Produto 594;365.12;108
595;Produto 595;Descrição detalhada do Produto 595;1379.8;387
596;Produto 596;Descrição detalhada do Produto 596;1229.04;354
597;Produto 597;Descrição detalhada do Produto 597;175.44;478
598;Produto 598;Descrição detalhada do Produto 598;818.94;322
599;Produto 599;Descrição detalhada do Produto 599;341.65;360
600;Produto 600;Descrição detalhada do Produto 600;643.46;440
601;Produto 601;Descrição detalhada do Produto 601;129.19;214
602;Produto 602;Descrição detalhada do Produto 602;983.21;486
603;Produto 603;Descrição detalhada do Produto 603;668.79;391
604;Produto 604;Descrição detalhada do Produto 604;1415.79;154
605;Produto 605;Descrição detalhada do Produto 605;400.66;368
606;Produto 606;Descrição detalhada do Produto 606;394.3;341
607;Produto 607;Descrição detalhada do Produto 607;1297.85;136
608;Produto 608;Descrição detalhada do Produto 608;418.5;298
609;Produto 609;Descrição detalhada do Produto 609;1040.42;105
610;Produto 610;Descrição detalhada do Produto 610;1110.8;438
611;Produto 611;Descrição detalhada do Produto 611;1137.74;401
612;Produto 612;Descrição detalhada do Produto 612;13.46;443
613;Produto 613;Descrição detalhada do Produto 613;240.8;310
614;Produto 614;Descrição detalhada do Produto 614;225.5;83
615;Produto 615;Descrição detalhada do Produto 615;196.64;200
616;Produto 616;Descrição detalhada do Produto 616;188.26;170
617;Produto 617;Descrição detalhada do Produto 617;120.53;105
618;Produto 618;Descrição detalhada do Produto 618;1008.58;377
619;Produto 619;Descrição detalhada do Produto 619;427.7;166
620;Produto 620;Descrição detalhada do Produto 620;1320.68;76
621;Produto 621;Descrição detalhada do Produto 621;1366.81;405
622;Produto 622;Descrição detalhada do Produto 622;616.63;191
623;Produto 623;Descrição detalhada do Produto 623;726.33;59
624;Produto 624;Descrição detalhada do Produto 624;143.7;445
625;Produto 625;Descrição detalhada do Produto 625;172.73;153
626;Produto 626;Descrição detalhada do Produto 626;225.83;286
627;Produto 627;Descrição detalhada do Produto 627;1070.52;439
628;Produto 628;Descrição detalhada do Produto 628;1191.4;466
629;Produto 629;Descrição detalhada do Produto 629;449.38;65
630;Produto 630;Descrição detalhada do Produto 630;1096.44;376
631;Produto 631;Descrição detalhada do Produto 631;433.65;275
632;Produto 632;Descrição detalhada do Produto 632;1199.14;249
633;Produto 633;Descrição detalhada do Produto 633;631.56;198
634;Produto 634;Descrição detalhada do Produto 634;353.56;175
635;Produto 635;Descrição detalhada do Produto 635;370.49;263
636;Produto 636;Descrição detalhada do Produto 636;449.69;146
637;Produto 637;Descrição detalhada do Produto 637;798.7;139
638;Produto 638;Descrição detalhada do Produto 638;771.15;251
639;Produto 639;Descrição detalhada do Produto 639;1042.52;68
640;Produto 640;Descrição detalhada do Produto 640;170.36;97
641;Produto 641;Descrição detalhada do Produto 641;585.14;408
642;Produto 642;Descrição detalhada do Produto 642;1421.53;451
643;Produto 643;Descrição detalhada do Produto 643;565.67;398
644;Produto 644;Descrição detalhada do Produto 644;19.77;419
645;Produto 645;Descrição detalhada do Produto 645;1492.37;489
646;Produto 646;Descrição detalhada do Produto 646;684.26;274
647;Produto 647;Descrição detalhada do Produto 647;1412.64;123
648;Produto 648;Descrição detalhada do Produto 648;1013.59;318
649;Produto 649;Descrição detalhada do Produto 649;1391.83;432
650;Produto 650;Descrição detalhada do Produto 650;1210.16;106
651;Produto 651;Descrição detalhada do Produto 651;1162.88;21
652;Produto 652;Descrição detalhada do Produto 652;288.79;450
653;Produto 653;Descrição detalhada do Produto 653;1497.91;452
654;Produto 654;Descrição detalhada do Produto 654;67.57;183
655;Produto 655;Descrição detalhada do Produto 655;1483.05;372
656;Produto 656;Descrição detalhada do Produto 656;165.37;69
657;Produto 657;Descrição detalhada do Produto 657;207.81;276
658;Produto 658;Descrição detalhada do Produto 658;1409.89;356
659;Produto 659;Descrição detalhada do Produto 659;1344.08;234
660;Produto 660;Descrição detalhada do Produto 660;974.14;347
661;Produto 661;Descrição detalhada do Produto 661;1092.13;38
662;Produto 662;Descrição detalhada do Produto 662;1255.27;421
663;Produto 663;Descrição detalhada do Produto 663;961.98;13
664;Produto 664;Descrição detalhada do Produto 664;799.73;209
665;Produto 665;Descrição detalhada do Produto 665;710.58;75
666;Produto 666;Descrição detalhada do Produto 666;963.4;460
667;Produto 667;Descrição detalhada do Produto 667;584.96;119
668;Produto 668;Descrição detalhada do Produto 668;641.66;315
669;Produto 669;Descrição detalhada do Produto 669;7.32;477
670;Produto 670;Descrição detalhada do Produto 670;571.54;478
671;Produto 671;Descrição detalhada do Produto 671;548.64;22
672;Produto 672;Descrição detalhada do Produto 672;434.72;276
673;Produto 673;Descrição detalhada do Produto 673;1098.81;195
674;Produto 674;Descrição detalhada do Produto 674;841.96;160
675;Produto 675;Descrição detalhada do Produto 675;774.1;480
676;Produto 676;Descrição detalhada do Produto 676;1308.56;152
677;Produto 677;Descrição detalhada do Produto 677;1226.34;438
678;Produto 678;Descrição detalhada do Produto 678;36.34;187
679;Produto 679;Descrição detalhada do Produto 679;596.66;390
680;Produto 680;Descrição detalhada do Produto 680;1143.49;154
681;Produto 681;Descrição detalhada do Produto 681;960.09;237
682;Produto 682;Descrição detalhada do Produto 682;1101.81;34
683;Produto 683;Descrição detalhada do Produto 683;688.62;59
684;Produto 684;Descrição detalhada do Produto 684;641.63;477
685;Produto 685;Descrição detalhada do Produto 685;764.5;245
686;Produto 686;Descrição detalhada do Produto 686;760.68;302
687;Produto 687;Descrição detalhada do Produto 687;1486.19;140
688;Produto 688;Descrição detalhada do Produto 688;614.12;361
689;Produto 689;Descrição detalhada do Produto 689;1202.34;211
690;Produto 690;Descrição detalhada do Produto 690;1499.46;330
691;Produto 691;Descrição detalhada do Produto 691;215.45;428
692;Produto 692;Descrição detalhada do Produto 692;738.3;376
693;Produto 693;Descrição detalhada do Produto 693;161.28;461
694;Produto 694;Descrição detalhada do Produto 694;870.74;238
695;Produto 695;Descrição detalhada do Produto 695;1480.69;244
696;Produto 696;Descrição detalhada do Produto 696;434.99;217
697;Produto 697;Descrição detalhada do Produto 697;473.99;129
698;Produto 698;Descrição detalhada do Produto 698;744.29;493
699;Produto 699;Descrição detalhada do Produto 699;703.21;3
700;Produto 700;Descrição detalhada do Produto 700;1469.21;112
701;Produto 701;Descrição detalhada do Produto 701;1469.34;497
702;Produto 702;Descrição detalhada do Produto 702;397.15;41
703;Produto 703;Descrição detalhada do Produto 703;349.38;190
704;Produto 704;Descrição detalhada do Produto 704;1267.63;458
705;Produto 705;Descrição detalhada do Produto 705;1066.88;410
706;Produto 706;Descrição detalhada do Produto 706;854.13;314
707;Produto 707;Descrição detalhada do Produto 707;1354.94;213
708;Produto 708;Descrição detalhada do Produto 708;557.23;374
709;Produto 709;Descrição detalhada do Produto 709;1429.37;1
